trial_id,model,thinking,family,game,game_name,motivation,game_category,has_think_block,think_length,output_length,parsed_action,nash_action,played_nash,nash_mentioned,nash_accepted,nash_rejected,dominant_mentioned,dominant_accepted,dominant_rejected,cooperate_mentioned,cooperate_accepted,cooperate_rejected,defect_mentioned,defect_accepted,defect_rejected,risk_mentioned,risk_accepted,risk_rejected,rational_mentioned,rational_accepted,rational_rejected,fairness_mentioned,fairness_accepted,fairness_rejected,opponent_mentioned,opponent_accepted,opponent_rejected,maximin_mentioned,maximin_accepted,maximin_rejected,payoff_mentioned,payoff_accepted,payoff_rejected,alignment_category
8e3a06c6,gemini-2.5-flash,True,Google,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,3508,A,['A'],True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,False,True,identifies_follows
97835e39,gemini-2.5-flash,True,Google,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,4144,A,['A'],True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True,False,identifies_follows
6e275c5e,gemini-2.5-flash,True,Google,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,4144,A,['A'],True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True,False,identifies_follows
03e4d725,gemini-2.5-flash,True,Google,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,3508,A,['A'],True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,False,True,identifies_follows
2f493db6,gemini-2.5-flash,True,Google,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,4378,E,['A'],False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,identifies_rejects
ff1a5561,gemini-2.5-flash,True,Google,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,4144,A,['A'],True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True,False,identifies_follows
5cbdc730,gemini-2.5-flash,True,Google,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,4661,A,['A'],True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,identifies_follows
ec993072,gemini-2.5-flash,True,Google,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,4661,A,['A'],True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,identifies_follows
b4ba3466,gemini-2.5-flash,True,Google,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,4661,A,['A'],True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,identifies_follows
6678ee22,gemini-2.5-flash,True,Google,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,4144,A,['A'],True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True,False,identifies_follows
8bfaed4e,gemini-2.5-flash,True,Google,public_goods,Public Goods Game,reasoning,n_player,False,0,3180,A,['A'],True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
00e723a2,gemini-2.5-flash,True,Google,public_goods,Public Goods Game,reasoning,n_player,False,0,3180,A,['A'],True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
39ecff16,gemini-2.5-flash,True,Google,public_goods,Public Goods Game,reasoning,n_player,False,0,3195,A,['A'],True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
16acee9b,gemini-2.5-flash,True,Google,public_goods,Public Goods Game,reasoning,n_player,False,0,2580,A,['A'],True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
be9b5d2b,gemini-2.5-flash,True,Google,public_goods,Public Goods Game,reasoning,n_player,False,0,3195,A,['A'],True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
f116e006,gemini-2.5-flash,True,Google,public_goods,Public Goods Game,reasoning,n_player,False,0,3195,A,['A'],True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
df965f66,gemini-2.5-flash,True,Google,public_goods,Public Goods Game,reasoning,n_player,False,0,2296,A,['A'],True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
4808be42,gemini-2.5-flash,True,Google,public_goods,Public Goods Game,reasoning,n_player,False,0,3180,A,['A'],True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
3713942b,gemini-2.5-flash,True,Google,public_goods,Public Goods Game,reasoning,n_player,False,0,3180,A,['A'],True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
022dfa3e,gemini-2.5-flash,True,Google,public_goods,Public Goods Game,reasoning,n_player,False,0,3195,A,['A'],True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
