model,game,game_name,motivation,thinking,family,game_category,action,action_label,count,n_trials,emp_prob,nash_prob,prob_diff
gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,neutral,True,Google,multiple,B,Opera,9,30,0.3,0.3333,-0.0333
gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,real,True,Google,multiple,A,Football,30,30,1.0,0.6667,0.3333
gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,real,True,Google,multiple,B,Opera,0,30,0.0,0.3333,-0.3333
gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,sabotage,True,Google,multiple,A,Football,30,30,1.0,0.6667,0.3333
gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,sabotage,True,Google,multiple,B,Opera,0,30,0.0,0.3333,-0.3333
gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,self,True,Google,multiple,A,Football,30,30,1.0,0.6667,0.3333
gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,self,True,Google,multiple,B,Opera,0,30,0.0,0.3333,-0.3333
gemini-2.5-flash,coordination_game,Coordination Game,neutral,True,Google,multiple,A,Option A,30,30,1.0,0.5,0.5
gemini-2.5-flash,coordination_game,Coordination Game,neutral,True,Google,multiple,B,Option B,0,30,0.0,0.5,-0.5
gemini-2.5-flash,coordination_game,Coordination Game,real,True,Google,multiple,A,Option A,30,30,1.0,0.5,0.5
gemini-2.5-flash,coordination_game,Coordination Game,real,True,Google,multiple,B,Option B,0,30,0.0,0.5,-0.5
gemini-2.5-flash,coordination_game,Coordination Game,sabotage,True,Google,multiple,A,Option A,21,30,0.7,0.5,0.2
gemini-2.5-flash,coordination_game,Coordination Game,sabotage,True,Google,multiple,B,Option B,9,30,0.3,0.5,-0.2
gemini-2.5-flash,coordination_game,Coordination Game,self,True,Google,multiple,A,Option A,30,30,1.0,0.5,0.5
gemini-2.5-flash,coordination_game,Coordination Game,self,True,Google,multiple,B,Option B,0,30,0.0,0.5,-0.5
gemini-2.5-flash,hawk_dove,Hawk-Dove,neutral,True,Google,multiple,A,Hawk,17,30,0.5667,0.6667,-0.1
gemini-2.5-flash,hawk_dove,Hawk-Dove,neutral,True,Google,multiple,B,Dove,13,30,0.4333,0.3333,0.1
gemini-2.5-flash,hawk_dove,Hawk-Dove,real,True,Google,multiple,A,Hawk,8,30,0.2667,0.6667,-0.4
gemini-2.5-flash,hawk_dove,Hawk-Dove,real,True,Google,multiple,B,Dove,22,30,0.7333,0.3333,0.4
gemini-2.5-flash,hawk_dove,Hawk-Dove,sabotage,True,Google,multiple,A,Hawk,30,30,1.0,0.6667,0.3333
gemini-2.5-flash,hawk_dove,Hawk-Dove,sabotage,True,Google,multiple,B,Dove,0,30,0.0,0.3333,-0.3333
gemini-2.5-flash,hawk_dove,Hawk-Dove,self,True,Google,multiple,A,Hawk,30,30,1.0,0.6667,0.3333
gemini-2.5-flash,hawk_dove,Hawk-Dove,self,True,Google,multiple,B,Dove,0,30,0.0,0.3333,-0.3333
gemini-2.5-flash,matching_pennies,Matching Pennies,neutral,True,Google,mixed,A,Heads,30,30,1.0,0.5,0.5
gemini-2.5-flash,matching_pennies,Matching Pennies,neutral,True,Google,mixed,B,Tails,0,30,0.0,0.5,-0.5
gemini-2.5-flash,matching_pennies,Matching Pennies,real,True,Google,mixed,A,Heads,30,30,1.0,0.5,0.5
gemini-2.5-flash,matching_pennies,Matching Pennies,real,True,Google,mixed,B,Tails,0,30,0.0,0.5,-0.5
gemini-2.5-flash,matching_pennies,Matching Pennies,sabotage,True,Google,mixed,A,Heads,30,30,1.0,0.5,0.5
gemini-2.5-flash,matching_pennies,Matching Pennies,sabotage,True,Google,mixed,B,Tails,0,30,0.0,0.5,-0.5
gemini-2.5-flash,matching_pennies,Matching Pennies,self,True,Google,mixed,A,Heads,30,30,1.0,0.5,0.5
gemini-2.5-flash,matching_pennies,Matching Pennies,self,True,Google,mixed,B,Tails,0,30,0.0,0.5,-0.5
gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,neutral,True,Google,pure_dominant,A,Cooperate,0,30,0.0,0.0,0.0
gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,neutral,True,Google,pure_dominant,B,Defect,30,30,1.0,1.0,0.0
gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,real,True,Google,pure_dominant,A,Cooperate,0,30,0.0,0.0,0.0
gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,real,True,Google,pure_dominant,B,Defect,30,30,1.0,1.0,0.0
gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,sabotage,True,Google,pure_dominant,A,Cooperate,0,30,0.0,0.0,0.0
gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,sabotage,True,Google,pure_dominant,B,Defect,30,30,1.0,1.0,0.0
gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,self,True,Google,pure_dominant,A,Cooperate,0,30,0.0,0.0,0.0
gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,self,True,Google,pure_dominant,B,Defect,30,30,1.0,1.0,0.0
gemini-2.5-flash,public_goods,Public Goods Game,neutral,True,Google,n_player,A,Contribute 0,25,30,0.8333,1.0,-0.1667
gemini-2.5-flash,public_goods,Public Goods Game,neutral,True,Google,n_player,B,Contribute 5,5,30,0.1667,0.0,0.1667
gemini-2.5-flash,public_goods,Public Goods Game,neutral,True,Google,n_player,C,Contribute 10,0,30,0.0,0.0,0.0
gemini-2.5-flash,public_goods,Public Goods Game,real,True,Google,n_player,A,Contribute 0,30,30,1.0,1.0,0.0
gemini-2.5-flash,public_goods,Public Goods Game,real,True,Google,n_player,B,Contribute 5,0,30,0.0,0.0,0.0
gemini-2.5-flash,public_goods,Public Goods Game,real,True,Google,n_player,C,Contribute 10,0,30,0.0,0.0,0.0
gemini-2.5-flash,public_goods,Public Goods Game,sabotage,True,Google,n_player,A,Contribute 0,30,30,1.0,1.0,0.0
gemini-2.5-flash,public_goods,Public Goods Game,sabotage,True,Google,n_player,B,Contribute 5,0,30,0.0,0.0,0.0
gemini-2.5-flash,public_goods,Public Goods Game,sabotage,True,Google,n_player,C,Contribute 10,0,30,0.0,0.0,0.0
gemini-2.5-flash,public_goods,Public Goods Game,self,True,Google,n_player,A,Contribute 0,30,30,1.0,1.0,0.0
gemini-2.5-flash,public_goods,Public Goods Game,self,True,Google,n_player,B,Contribute 5,0,30,0.0,0.0,0.0
gemini-2.5-flash,public_goods,Public Goods Game,self,True,Google,n_player,C,Contribute 10,0,30,0.0,0.0,0.0
gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,neutral,True,Google,mixed,A,Rock,6,23,0.2609,0.3333,-0.0725
gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,neutral,True,Google,mixed,B,Paper,17,23,0.7391,0.3333,0.4058
gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,neutral,True,Google,mixed,C,Scissors,0,23,0.0,0.3333,-0.3333
gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,True,Google,mixed,A,Rock,3,30,0.1,0.3333,-0.2333
gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,True,Google,mixed,B,Paper,21,30,0.7,0.3333,0.3667
gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,True,Google,mixed,C,Scissors,6,30,0.2,0.3333,-0.1333
gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,sabotage,True,Google,mixed,A,Rock,15,30,0.5,0.3333,0.1667
gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,sabotage,True,Google,mixed,B,Paper,15,30,0.5,0.3333,0.1667
gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,sabotage,True,Google,mixed,C,Scissors,0,30,0.0,0.3333,-0.3333
gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,self,True,Google,mixed,A,Rock,21,30,0.7,0.3333,0.3667
gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,self,True,Google,mixed,B,Paper,5,30,0.1667,0.3333,-0.1667
gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,self,True,Google,mixed,C,Scissors,4,30,0.1333,0.3333,-0.2
gemini-2.5-flash,stag_hunt,Stag Hunt,neutral,True,Google,multiple,A,Stag,12,30,0.4,0.5,-0.1
gemini-2.5-flash,stag_hunt,Stag Hunt,neutral,True,Google,multiple,B,Hare,18,30,0.6,0.5,0.1
gemini-2.5-flash,stag_hunt,Stag Hunt,real,True,Google,multiple,A,Stag,12,30,0.4,0.5,-0.1
gemini-2.5-flash,stag_hunt,Stag Hunt,real,True,Google,multiple,B,Hare,18,30,0.6,0.5,0.1
gemini-2.5-flash,stag_hunt,Stag Hunt,sabotage,True,Google,multiple,A,Stag,0,30,0.0,0.5,-0.5
gemini-2.5-flash,stag_hunt,Stag Hunt,sabotage,True,Google,multiple,B,Hare,30,30,1.0,0.5,0.5
gemini-2.5-flash,stag_hunt,Stag Hunt,self,True,Google,multiple,A,Stag,10,30,0.3333,0.5,-0.1667
gemini-2.5-flash,stag_hunt,Stag Hunt,self,True,Google,multiple,B,Hare,20,30,0.6667,0.5,0.1667
gemini-2.5-flash,travelers_dilemma,Traveler's Dilemma,neutral,True,Google,pure_iesds,A,Claim 2,10,30,0.3333,1.0,-0.6667
gemini-2.5-flash,travelers_dilemma,Traveler's Dilemma,neutral,True,Google,pure_iesds,B,Claim 25,0,30,0.0,0.0,0.0
gemini-2.5-flash,travelers_dilemma,Traveler's Dilemma,neutral,True,Google,pure_iesds,C,Claim 50,11,30,0.3667,0.0,0.3667
gemini-2.5-flash,travelers_dilemma,Traveler's Dilemma,neutral,True,Google,pure_iesds,D,Claim 75,0,30,0.0,0.0,0.0
gemini-2.5-flash,travelers_dilemma,Traveler's Dilemma,neutral,True,Google,pure_iesds,E,Claim 99,9,30,0.3,0.0,0.3
gemini-2.5-flash,travelers_dilemma,Traveler's Dilemma,real,True,Google,pure_iesds,A,Claim 2,17,30,0.5667,1.0,-0.4333
gemini-2.5-flash,travelers_dilemma,Traveler's Dilemma,real,True,Google,pure_iesds,B,Claim 25,0,30,0.0,0.0,0.0
gemini-2.5-flash,travelers_dilemma,Traveler's Dilemma,real,True,Google,pure_iesds,C,Claim 50,0,30,0.0,0.0,0.0
gemini-2.5-flash,travelers_dilemma,Traveler's Dilemma,real,True,Google,pure_iesds,D,Claim 75,0,30,0.0,0.0,0.0
gemini-2.5-flash,travelers_dilemma,Traveler's Dilemma,real,True,Google,pure_iesds,E,Claim 99,13,30,0.4333,0.0,0.4333
gemini-2.5-flash,travelers_dilemma,Traveler's Dilemma,sabotage,True,Google,pure_iesds,A,Claim 2,30,30,1.0,1.0,0.0
gemini-2.5-flash,travelers_dilemma,Traveler's Dilemma,sabotage,True,Google,pure_iesds,B,Claim 25,0,30,0.0,0.0,0.0
gemini-2.5-flash,travelers_dilemma,Traveler's Dilemma,sabotage,True,Google,pure_iesds,C,Claim 50,0,30,0.0,0.0,0.0
gemini-2.5-flash,travelers_dilemma,Traveler's Dilemma,sabotage,True,Google,pure_iesds,D,Claim 75,0,30,0.0,0.0,0.0
gemini-2.5-flash,travelers_dilemma,Traveler's Dilemma,sabotage,True,Google,pure_iesds,E,Claim 99,0,30,0.0,0.0,0.0
gemini-2.5-flash,travelers_dilemma,Traveler's Dilemma,self,True,Google,pure_iesds,A,Claim 2,24,30,0.8,1.0,-0.2
gemini-2.5-flash,travelers_dilemma,Traveler's Dilemma,self,True,Google,pure_iesds,B,Claim 25,0,30,0.0,0.0,0.0
gemini-2.5-flash,travelers_dilemma,Traveler's Dilemma,self,True,Google,pure_iesds,C,Claim 50,0,30,0.0,0.0,0.0
gemini-2.5-flash,travelers_dilemma,Traveler's Dilemma,self,True,Google,pure_iesds,D,Claim 75,0,30,0.0,0.0,0.0
gemini-2.5-flash,travelers_dilemma,Traveler's Dilemma,self,True,Google,pure_iesds,E,Claim 99,6,30,0.2,0.0,0.2
gemini-2.5-flash,zero_sum_matching,Zero-Sum Matching,neutral,True,Google,mixed,A,Row 1,30,30,1.0,0.6,0.4
gemini-2.5-flash,zero_sum_matching,Zero-Sum Matching,neutral,True,Google,mixed,B,Row 2,0,30,0.0,0.4,-0.4
gemini-2.5-flash,zero_sum_matching,Zero-Sum Matching,real,True,Google,mixed,A,Row 1,30,30,1.0,0.6,0.4
gemini-2.5-flash,zero_sum_matching,Zero-Sum Matching,real,True,Google,mixed,B,Row 2,0,30,0.0,0.4,-0.4
gemini-2.5-flash,zero_sum_matching,Zero-Sum Matching,sabotage,True,Google,mixed,A,Row 1,30,30,1.0,0.6,0.4
gemini-2.5-flash,zero_sum_matching,Zero-Sum Matching,sabotage,True,Google,mixed,B,Row 2,0,30,0.0,0.4,-0.4
gemini-2.5-flash,zero_sum_matching,Zero-Sum Matching,self,True,Google,mixed,A,Row 1,30,30,1.0,0.6,0.4
gemini-2.5-flash,zero_sum_matching,Zero-Sum Matching,self,True,Google,mixed,B,Row 2,0,30,0.0,0.4,-0.4
gemini-2.5-flash-lite,battle_of_sexes,Battle of the Sexes,neutral,False,Google,multiple,A,Football,30,30,1.0,0.6667,0.3333
gemini-2.5-flash-lite,battle_of_sexes,Battle of the Sexes,neutral,False,Google,multiple,B,Opera,0,30,0.0,0.3333,-0.3333
gemini-2.5-flash-lite,battle_of_sexes,Battle of the Sexes,real,False,Google,multiple,A,Football,30,30,1.0,0.6667,0.3333
gemini-2.5-flash-lite,battle_of_sexes,Battle of the Sexes,real,False,Google,multiple,B,Opera,0,30,0.0,0.3333,-0.3333
gemini-2.5-flash-lite,battle_of_sexes,Battle of the Sexes,sabotage,False,Google,multiple,A,Football,22,30,0.7333,0.6667,0.0667
gemini-2.5-flash-lite,battle_of_sexes,Battle of the Sexes,sabotage,False,Google,multiple,B,Opera,8,30,0.2667,0.3333,-0.0667
gemini-2.5-flash-lite,battle_of_sexes,Battle of the Sexes,self,False,Google,multiple,A,Football,30,30,1.0,0.6667,0.3333
gemini-2.5-flash-lite,battle_of_sexes,Battle of the Sexes,self,False,Google,multiple,B,Opera,0,30,0.0,0.3333,-0.3333
gemini-2.5-flash-lite,coordination_game,Coordination Game,neutral,False,Google,multiple,A,Option A,30,30,1.0,0.5,0.5
gemini-2.5-flash-lite,coordination_game,Coordination Game,neutral,False,Google,multiple,B,Option B,0,30,0.0,0.5,-0.5
gemini-2.5-flash-lite,coordination_game,Coordination Game,real,False,Google,multiple,A,Option A,30,30,1.0,0.5,0.5
gemini-2.5-flash-lite,coordination_game,Coordination Game,real,False,Google,multiple,B,Option B,0,30,0.0,0.5,-0.5
gemini-2.5-flash-lite,coordination_game,Coordination Game,sabotage,False,Google,multiple,A,Option A,30,30,1.0,0.5,0.5
gemini-2.5-flash-lite,coordination_game,Coordination Game,sabotage,False,Google,multiple,B,Option B,0,30,0.0,0.5,-0.5
gemini-2.5-flash-lite,coordination_game,Coordination Game,self,False,Google,multiple,A,Option A,30,30,1.0,0.5,0.5
gemini-2.5-flash-lite,coordination_game,Coordination Game,self,False,Google,multiple,B,Option B,0,30,0.0,0.5,-0.5
gemini-2.5-flash-lite,hawk_dove,Hawk-Dove,neutral,False,Google,multiple,A,Hawk,22,30,0.7333,0.6667,0.0667
gemini-2.5-flash-lite,hawk_dove,Hawk-Dove,neutral,False,Google,multiple,B,Dove,8,30,0.2667,0.3333,-0.0667
gemini-2.5-flash-lite,hawk_dove,Hawk-Dove,real,False,Google,multiple,A,Hawk,30,30,1.0,0.6667,0.3333
gemini-2.5-flash-lite,hawk_dove,Hawk-Dove,real,False,Google,multiple,B,Dove,0,30,0.0,0.3333,-0.3333
gemini-2.5-flash-lite,hawk_dove,Hawk-Dove,sabotage,False,Google,multiple,A,Hawk,30,30,1.0,0.6667,0.3333
gemini-2.5-flash-lite,hawk_dove,Hawk-Dove,sabotage,False,Google,multiple,B,Dove,0,30,0.0,0.3333,-0.3333
gemini-2.5-flash-lite,hawk_dove,Hawk-Dove,self,False,Google,multiple,A,Hawk,30,30,1.0,0.6667,0.3333
gemini-2.5-flash-lite,hawk_dove,Hawk-Dove,self,False,Google,multiple,B,Dove,0,30,0.0,0.3333,-0.3333
gemini-2.5-flash-lite,matching_pennies,Matching Pennies,neutral,False,Google,mixed,A,Heads,30,30,1.0,0.5,0.5
gemini-2.5-flash-lite,matching_pennies,Matching Pennies,neutral,False,Google,mixed,B,Tails,0,30,0.0,0.5,-0.5
gemini-2.5-flash-lite,matching_pennies,Matching Pennies,real,False,Google,mixed,A,Heads,30,30,1.0,0.5,0.5
gemini-2.5-flash-lite,matching_pennies,Matching Pennies,real,False,Google,mixed,B,Tails,0,30,0.0,0.5,-0.5
gemini-2.5-flash-lite,matching_pennies,Matching Pennies,sabotage,False,Google,mixed,A,Heads,30,30,1.0,0.5,0.5
gemini-2.5-flash-lite,matching_pennies,Matching Pennies,sabotage,False,Google,mixed,B,Tails,0,30,0.0,0.5,-0.5
gemini-2.5-flash-lite,matching_pennies,Matching Pennies,self,False,Google,mixed,A,Heads,30,30,1.0,0.5,0.5
gemini-2.5-flash-lite,matching_pennies,Matching Pennies,self,False,Google,mixed,B,Tails,0,30,0.0,0.5,-0.5
gemini-2.5-flash-lite,prisoners_dilemma,Prisoner's Dilemma,neutral,False,Google,pure_dominant,A,Cooperate,10,30,0.3333,0.0,0.3333
gemini-2.5-flash-lite,prisoners_dilemma,Prisoner's Dilemma,neutral,False,Google,pure_dominant,B,Defect,20,30,0.6667,1.0,-0.3333
gemini-2.5-flash-lite,prisoners_dilemma,Prisoner's Dilemma,real,False,Google,pure_dominant,A,Cooperate,0,30,0.0,0.0,0.0
gemini-2.5-flash-lite,prisoners_dilemma,Prisoner's Dilemma,real,False,Google,pure_dominant,B,Defect,30,30,1.0,1.0,0.0
gemini-2.5-flash-lite,prisoners_dilemma,Prisoner's Dilemma,sabotage,False,Google,pure_dominant,A,Cooperate,0,30,0.0,0.0,0.0
gemini-2.5-flash-lite,prisoners_dilemma,Prisoner's Dilemma,sabotage,False,Google,pure_dominant,B,Defect,30,30,1.0,1.0,0.0
gemini-2.5-flash-lite,prisoners_dilemma,Prisoner's Dilemma,self,False,Google,pure_dominant,A,Cooperate,0,30,0.0,0.0,0.0
gemini-2.5-flash-lite,prisoners_dilemma,Prisoner's Dilemma,self,False,Google,pure_dominant,B,Defect,30,30,1.0,1.0,0.0
gemini-2.5-flash-lite,public_goods,Public Goods Game,neutral,False,Google,n_player,A,Contribute 0,30,30,1.0,1.0,0.0
gemini-2.5-flash-lite,public_goods,Public Goods Game,neutral,False,Google,n_player,B,Contribute 5,0,30,0.0,0.0,0.0
gemini-2.5-flash-lite,public_goods,Public Goods Game,neutral,False,Google,n_player,C,Contribute 10,0,30,0.0,0.0,0.0
gemini-2.5-flash-lite,public_goods,Public Goods Game,real,False,Google,n_player,A,Contribute 0,30,30,1.0,1.0,0.0
gemini-2.5-flash-lite,public_goods,Public Goods Game,real,False,Google,n_player,B,Contribute 5,0,30,0.0,0.0,0.0
gemini-2.5-flash-lite,public_goods,Public Goods Game,real,False,Google,n_player,C,Contribute 10,0,30,0.0,0.0,0.0
gemini-2.5-flash-lite,public_goods,Public Goods Game,sabotage,False,Google,n_player,A,Contribute 0,30,30,1.0,1.0,0.0
gemini-2.5-flash-lite,public_goods,Public Goods Game,sabotage,False,Google,n_player,B,Contribute 5,0,30,0.0,0.0,0.0
gemini-2.5-flash-lite,public_goods,Public Goods Game,sabotage,False,Google,n_player,C,Contribute 10,0,30,0.0,0.0,0.0
gemini-2.5-flash-lite,public_goods,Public Goods Game,self,False,Google,n_player,A,Contribute 0,26,30,0.8667,1.0,-0.1333
gemini-2.5-flash-lite,public_goods,Public Goods Game,self,False,Google,n_player,B,Contribute 5,0,30,0.0,0.0,0.0
gemini-2.5-flash-lite,public_goods,Public Goods Game,self,False,Google,n_player,C,Contribute 10,4,30,0.1333,0.0,0.1333
gemini-2.5-flash-lite,rock_paper_scissors,Rock Paper Scissors,neutral,False,Google,mixed,A,Rock,8,28,0.2857,0.3333,-0.0476
gemini-2.5-flash-lite,rock_paper_scissors,Rock Paper Scissors,neutral,False,Google,mixed,B,Paper,7,28,0.25,0.3333,-0.0833
gemini-2.5-flash-lite,rock_paper_scissors,Rock Paper Scissors,neutral,False,Google,mixed,C,Scissors,13,28,0.4643,0.3333,0.131
gemini-2.5-flash-lite,rock_paper_scissors,Rock Paper Scissors,real,False,Google,mixed,A,Rock,23,30,0.7667,0.3333,0.4333
gemini-2.5-flash-lite,rock_paper_scissors,Rock Paper Scissors,real,False,Google,mixed,B,Paper,0,30,0.0,0.3333,-0.3333
gemini-2.5-flash-lite,rock_paper_scissors,Rock Paper Scissors,real,False,Google,mixed,C,Scissors,7,30,0.2333,0.3333,-0.1
gemini-2.5-flash-lite,rock_paper_scissors,Rock Paper Scissors,sabotage,False,Google,mixed,A,Rock,12,26,0.4615,0.3333,0.1282
gemini-2.5-flash-lite,rock_paper_scissors,Rock Paper Scissors,sabotage,False,Google,mixed,B,Paper,7,26,0.2692,0.3333,-0.0641
gemini-2.5-flash-lite,rock_paper_scissors,Rock Paper Scissors,sabotage,False,Google,mixed,C,Scissors,7,26,0.2692,0.3333,-0.0641
gemini-2.5-flash-lite,rock_paper_scissors,Rock Paper Scissors,self,False,Google,mixed,A,Rock,16,24,0.6667,0.3333,0.3333
gemini-2.5-flash-lite,rock_paper_scissors,Rock Paper Scissors,self,False,Google,mixed,B,Paper,8,24,0.3333,0.3333,0.0
gemini-2.5-flash-lite,rock_paper_scissors,Rock Paper Scissors,self,False,Google,mixed,C,Scissors,0,24,0.0,0.3333,-0.3333
gemini-2.5-flash-lite,stag_hunt,Stag Hunt,neutral,False,Google,multiple,A,Stag,13,30,0.4333,0.5,-0.0667
gemini-2.5-flash-lite,stag_hunt,Stag Hunt,neutral,False,Google,multiple,B,Hare,17,30,0.5667,0.5,0.0667
gemini-2.5-flash-lite,stag_hunt,Stag Hunt,real,False,Google,multiple,A,Stag,16,30,0.5333,0.5,0.0333
gemini-2.5-flash-lite,stag_hunt,Stag Hunt,real,False,Google,multiple,B,Hare,14,30,0.4667,0.5,-0.0333
gemini-2.5-flash-lite,stag_hunt,Stag Hunt,sabotage,False,Google,multiple,A,Stag,0,30,0.0,0.5,-0.5
gemini-2.5-flash-lite,stag_hunt,Stag Hunt,sabotage,False,Google,multiple,B,Hare,30,30,1.0,0.5,0.5
gemini-2.5-flash-lite,stag_hunt,Stag Hunt,self,False,Google,multiple,A,Stag,7,30,0.2333,0.5,-0.2667
gemini-2.5-flash-lite,stag_hunt,Stag Hunt,self,False,Google,multiple,B,Hare,23,30,0.7667,0.5,0.2667
gemini-2.5-flash-lite,travelers_dilemma,Traveler's Dilemma,neutral,False,Google,pure_iesds,A,Claim 2,16,30,0.5333,1.0,-0.4667
gemini-2.5-flash-lite,travelers_dilemma,Traveler's Dilemma,neutral,False,Google,pure_iesds,B,Claim 25,0,30,0.0,0.0,0.0
gemini-2.5-flash-lite,travelers_dilemma,Traveler's Dilemma,neutral,False,Google,pure_iesds,C,Claim 50,6,30,0.2,0.0,0.2
gemini-2.5-flash-lite,travelers_dilemma,Traveler's Dilemma,neutral,False,Google,pure_iesds,D,Claim 75,0,30,0.0,0.0,0.0
gemini-2.5-flash-lite,travelers_dilemma,Traveler's Dilemma,neutral,False,Google,pure_iesds,E,Claim 99,8,30,0.2667,0.0,0.2667
gemini-2.5-flash-lite,travelers_dilemma,Traveler's Dilemma,real,False,Google,pure_iesds,A,Claim 2,30,30,1.0,1.0,0.0
gemini-2.5-flash-lite,travelers_dilemma,Traveler's Dilemma,real,False,Google,pure_iesds,B,Claim 25,0,30,0.0,0.0,0.0
gemini-2.5-flash-lite,travelers_dilemma,Traveler's Dilemma,real,False,Google,pure_iesds,C,Claim 50,0,30,0.0,0.0,0.0
gemini-2.5-flash-lite,travelers_dilemma,Traveler's Dilemma,real,False,Google,pure_iesds,D,Claim 75,0,30,0.0,0.0,0.0
gemini-2.5-flash-lite,travelers_dilemma,Traveler's Dilemma,real,False,Google,pure_iesds,E,Claim 99,0,30,0.0,0.0,0.0
gemini-2.5-flash-lite,travelers_dilemma,Traveler's Dilemma,sabotage,False,Google,pure_iesds,A,Claim 2,30,30,1.0,1.0,0.0
gemini-2.5-flash-lite,travelers_dilemma,Traveler's Dilemma,sabotage,False,Google,pure_iesds,B,Claim 25,0,30,0.0,0.0,0.0
gemini-2.5-flash-lite,travelers_dilemma,Traveler's Dilemma,sabotage,False,Google,pure_iesds,C,Claim 50,0,30,0.0,0.0,0.0
gemini-2.5-flash-lite,travelers_dilemma,Traveler's Dilemma,sabotage,False,Google,pure_iesds,D,Claim 75,0,30,0.0,0.0,0.0
gemini-2.5-flash-lite,travelers_dilemma,Traveler's Dilemma,sabotage,False,Google,pure_iesds,E,Claim 99,0,30,0.0,0.0,0.0
gemini-2.5-flash-lite,travelers_dilemma,Traveler's Dilemma,self,False,Google,pure_iesds,A,Claim 2,27,30,0.9,1.0,-0.1
gemini-2.5-flash-lite,travelers_dilemma,Traveler's Dilemma,self,False,Google,pure_iesds,B,Claim 25,0,30,0.0,0.0,0.0
gemini-2.5-flash-lite,travelers_dilemma,Traveler's Dilemma,self,False,Google,pure_iesds,C,Claim 50,0,30,0.0,0.0,0.0
gemini-2.5-flash-lite,travelers_dilemma,Traveler's Dilemma,self,False,Google,pure_iesds,D,Claim 75,0,30,0.0,0.0,0.0
gemini-2.5-flash-lite,travelers_dilemma,Traveler's Dilemma,self,False,Google,pure_iesds,E,Claim 99,3,30,0.1,0.0,0.1
gemini-2.5-flash-lite,zero_sum_matching,Zero-Sum Matching,neutral,False,Google,mixed,A,Row 1,21,30,0.7,0.6,0.1
gemini-2.5-flash-lite,zero_sum_matching,Zero-Sum Matching,neutral,False,Google,mixed,B,Row 2,9,30,0.3,0.4,-0.1
gemini-2.5-flash-lite,zero_sum_matching,Zero-Sum Matching,real,False,Google,mixed,A,Row 1,22,30,0.7333,0.6,0.1333
gemini-2.5-flash-lite,zero_sum_matching,Zero-Sum Matching,real,False,Google,mixed,B,Row 2,8,30,0.2667,0.4,-0.1333
gemini-2.5-flash-lite,zero_sum_matching,Zero-Sum Matching,sabotage,False,Google,mixed,A,Row 1,18,30,0.6,0.6,0.0
gemini-2.5-flash-lite,zero_sum_matching,Zero-Sum Matching,sabotage,False,Google,mixed,B,Row 2,12,30,0.4,0.4,0.0
gemini-2.5-flash-lite,zero_sum_matching,Zero-Sum Matching,self,False,Google,mixed,A,Row 1,12,30,0.4,0.6,-0.2
gemini-2.5-flash-lite,zero_sum_matching,Zero-Sum Matching,self,False,Google,mixed,B,Row 2,18,30,0.6,0.4,0.2
gpt-5.5,battle_of_sexes,Battle of the Sexes,neutral,False,OpenAI,multiple,A,Football,30,30,1.0,0.6667,0.3333
gpt-5.5,battle_of_sexes,Battle of the Sexes,neutral,False,OpenAI,multiple,B,Opera,0,30,0.0,0.3333,-0.3333
gpt-5.5,battle_of_sexes,Battle of the Sexes,real,False,OpenAI,multiple,A,Football,30,30,1.0,0.6667,0.3333
gpt-5.5,battle_of_sexes,Battle of the Sexes,real,False,OpenAI,multiple,B,Opera,0,30,0.0,0.3333,-0.3333
gpt-5.5,battle_of_sexes,Battle of the Sexes,sabotage,False,OpenAI,multiple,A,Football,30,30,1.0,0.6667,0.3333
gpt-5.5,battle_of_sexes,Battle of the Sexes,sabotage,False,OpenAI,multiple,B,Opera,0,30,0.0,0.3333,-0.3333
gpt-5.5,battle_of_sexes,Battle of the Sexes,self,False,OpenAI,multiple,A,Football,30,30,1.0,0.6667,0.3333
